Source Name,RA,Dec,Significance,Energy Flux,L_BL Lac,L_FSRQ
4FGL J0054.4+8627,13.6074,86.4531,9.9800,$(4.7\pm0.54)	imes10^{-12}$,0.0168,0.9832
4FGL J1304.0-5539,196.0049,-55.6515,7.3400,$(6.6\pm1.10)	imes10^{-12}$,0.0168,0.9832
4FGL J2143.0-5501,325.7596,-55.0294,5.7600,$(2.7\pm0.48)	imes10^{-12}$,0.0175,0.9825
4FGL J1747.1-5453,266.7867,-54.8944,8.3900,$(4.0\pm0.61)	imes10^{-12}$,0.0175,0.9825
4FGL J1948.3+1207,297.0993,12.1167,6.9000,$(3.0\pm0.87)	imes10^{-12}$,0.0180,0.9820
4FGL J1050.6-5248,162.6699,-52.8102,6.8200,$(5.1\pm1.29)	imes10^{-12}$,0.0181,0.9819
4FGL J1543.3+1026,235.8495,10.4430,4.8700,$(2.5\pm0.52)	imes10^{-12}$,0.0182,0.9818
4FGL J0304.5+6821,46.1411,68.3539,21.0100,$(14.7\pm1.28)	imes10^{-12}$,0.0183,0.9817
4FGL J0520.4+3607,80.1028,36.1198,4.9000,$(5.0\pm1.10)	imes10^{-12}$,0.0185,0.9815
4FGL J1400.6-5605,210.1567,-56.0879,15.7000,$(10.0\pm1.17)	imes10^{-12}$,0.0187,0.9813
4FGL J1825.1-5231,276.2946,-52.5290,24.4100,$(9.7\pm0.69)	imes10^{-12}$,0.0187,0.9813
4FGL J0704.8+4907,106.2067,49.1318,17.6200,$(5.5\pm0.56)	imes10^{-12}$,0.0189,0.9811
4FGL J1243.0+3950,190.7656,39.8337,8.4300,$(2.7\pm0.34)	imes10^{-12}$,0.0189,0.9811
4FGL J0820.7-5758,125.1820,-57.9806,4.8400,$(2.1\pm0.76)	imes10^{-12}$,0.0190,0.9810
4FGL J0509.1+1943,77.2793,19.7242,5.2900,$(5.1\pm0.98)	imes10^{-12}$,0.0196,0.9804
4FGL J0125.8+2605,21.4745,26.0884,5.1600,$(2.9\pm0.76)	imes10^{-12}$,0.0197,0.9803
4FGL J0608.9-5456,92.2387,-54.9425,14.7400,$(4.6\pm0.51)	imes10^{-12}$,0.0197,0.9803
4FGL J0322.4+6606,50.6146,66.1102,5.0300,$(4.2\pm0.93)	imes10^{-12}$,0.0199,0.9801
4FGL J0739.7+1743,114.9486,17.7233,5.2700,$(4.9\pm1.12)	imes10^{-12}$,0.0200,0.9800
4FGL J1737.6-1503,264.4203,-15.0589,4.1800,$(4.6\pm1.14)	imes10^{-12}$,0.0200,0.9800
4FGL J2106.9+2455,316.7417,24.9327,3.6000,$(1.6\pm0.51)	imes10^{-12}$,0.0201,0.9799
4FGL J1547.9-6403,236.9922,-64.0511,6.9000,$(3.9\pm0.88)	imes10^{-12}$,0.0205,0.9795
4FGL J2239.4+5130,339.8719,51.5064,5.4100,$(3.0\pm0.78)	imes10^{-12}$,0.0208,0.9792
4FGL J1159.2-2227,179.8107,-22.4605,31.2500,$(14.0\pm1.16)	imes10^{-12}$,0.0210,0.9790
4FGL J0552.4+3755,88.1033,37.9200,9.6000,$(7.4\pm0.91)	imes10^{-12}$,0.0210,0.9790
4FGL J0332.2-1737,53.0520,-17.6272,6.3600,$(1.7\pm0.43)	imes10^{-12}$,0.0212,0.9788
4FGL J0218.9-2305,34.7310,-23.0986,16.8400,$(4.9\pm0.37)	imes10^{-12}$,0.0214,0.9786
4FGL J1508.5-4951,227.1437,-49.8622,18.2300,$(16.8\pm1.43)	imes10^{-12}$,0.0215,0.9785
4FGL J1310.7-5553,197.6837,-55.8867,6.3400,$(3.0\pm0.99)	imes10^{-12}$,0.0218,0.9782
4FGL J0751.0-5131,117.7685,-51.5288,25.1000,$(11.3\pm0.90)	imes10^{-12}$,0.0219,0.9781
4FGL J1013.3-2551,153.3359,-25.8595,8.0100,$(2.5\pm0.50)	imes10^{-12}$,0.0220,0.9780
4FGL J0035.8+6131,8.9684,61.5234,6.9200,$(6.9\pm1.23)	imes10^{-12}$,0.0220,0.9780
4FGL J1621.7-1103,245.4273,-11.0592,9.9700,$(4.1\pm0.75)	imes10^{-12}$,0.0221,0.9779
4FGL J1613.5-4225,243.3822,-42.4223,3.2900,$(3.7\pm1.21)	imes10^{-12}$,0.0221,0.9779
4FGL J2253.2-1232,343.3084,-12.5416,9.3900,$(4.8\pm1.26)	imes10^{-12}$,0.0222,0.9778
4FGL J0640.7-1924,100.1810,-19.4092,4.4100,$(3.2\pm0.68)	imes10^{-12}$,0.0223,0.9777
4FGL J1254.9-7141,193.7267,-71.6931,9.5600,$(4.0\pm0.70)	imes10^{-12}$,0.0225,0.9775
4FGL J0638.7+5658,99.6895,56.9785,5.4600,$(2.1\pm0.37)	imes10^{-12}$,0.0227,0.9773
4FGL J2159.8-4751,329.9623,-47.8518,11.3300,$(4.0\pm0.40)	imes10^{-12}$,0.0227,0.9773
4FGL J0741.2-5140,115.3095,-51.6741,4.7000,$(2.6\pm0.77)	imes10^{-12}$,0.0228,0.9772
4FGL J2040.5-1705,310.1364,-17.0901,14.4100,$(6.0\pm0.53)	imes10^{-12}$,0.0229,0.9771
4FGL J1824.5+0107,276.1250,1.1251,10.5800,$(13.9\pm1.69)	imes10^{-12}$,0.0234,0.9766
4FGL J1754.7+3444,268.6790,34.7417,8.7900,$(2.8\pm0.49)	imes10^{-12}$,0.0234,0.9766
4FGL J0545.0+0613c,86.2679,6.2271,7.5000,$(4.9\pm0.94)	imes10^{-12}$,0.0235,0.9765
4FGL J1503.6-6427,225.9100,-64.4517,8.4200,$(4.9\pm1.22)	imes10^{-12}$,0.0236,0.9764
4FGL J0734.4-7711,113.6118,-77.1852,23.0000,$(7.9\pm0.70)	imes10^{-12}$,0.0238,0.9762
4FGL J1129.2-0529,172.3115,-5.4874,15.5000,$(7.0\pm0.74)	imes10^{-12}$,0.0242,0.9758
4FGL J0825.9-3218,126.4796,-32.3075,17.6000,$(10.0\pm0.90)	imes10^{-12}$,0.0242,0.9758
4FGL J2358.4+6547,359.6119,65.7837,8.5800,$(7.1\pm1.51)	imes10^{-12}$,0.0243,0.9757
4FGL J2003.6+2333,300.9025,23.5634,5.5900,$(3.1\pm0.87)	imes10^{-12}$,0.0244,0.9756
4FGL J2039.3+2150,309.8330,21.8453,6.4100,$(2.2\pm0.52)	imes10^{-12}$,0.0245,0.9755
4FGL J0430.2-0356,67.5693,-3.9458,4.0000,$(1.9\pm0.43)	imes10^{-12}$,0.0248,0.9752
4FGL J1704.1+7647,256.0367,76.7923,31.2800,$(8.7\pm0.57)	imes10^{-12}$,0.0250,0.9750
4FGL J1446.3+3111,221.5907,31.1955,11.6800,$(3.3\pm0.34)	imes10^{-12}$,0.0253,0.9747
4FGL J2123.8-3148,320.9674,-31.8054,5.6200,$(1.7\pm0.43)	imes10^{-12}$,0.0256,0.9744
4FGL J1109.7-4814,167.4433,-48.2452,5.4600,$(3.1\pm0.63)	imes10^{-12}$,0.0257,0.9743
4FGL J0650.5-2851,102.6290,-28.8610,6.5300,$(2.6\pm0.55)	imes10^{-12}$,0.0263,0.9737
4FGL J0456.2+2702,74.0673,27.0403,10.2300,$(7.4\pm0.91)	imes10^{-12}$,0.0265,0.9735
4FGL J2031.8+1619,307.9534,16.3198,4.9100,$(2.3\pm0.50)	imes10^{-12}$,0.0266,0.9734
4FGL J1841.0+6115,280.2531,61.2522,10.7000,$(3.7\pm0.53)	imes10^{-12}$,0.0267,0.9733
4FGL J0922.6+0434,140.6669,4.5781,19.8100,$(6.6\pm0.55)	imes10^{-12}$,0.0269,0.9731
4FGL J0829.7-5856,127.4393,-58.9426,16.6900,$(7.2\pm0.74)	imes10^{-12}$,0.0271,0.9729
4FGL J1636.3+7128,249.0954,71.4803,6.1300,$(1.9\pm0.34)	imes10^{-12}$,0.0274,0.9726
4FGL J0239.5-1353,39.8923,-13.8878,3.9500,$(1.5\pm0.34)	imes10^{-12}$,0.0275,0.9725
4FGL J0647.8+4527,101.9576,45.4646,4.6400,$(2.7\pm0.88)	imes10^{-12}$,0.0276,0.9724
4FGL J1509.8-2906,227.4626,-29.1069,11.4800,$(5.8\pm0.75)	imes10^{-12}$,0.0280,0.9720
4FGL J1008.7-2909,152.1989,-29.1559,7.1800,$(2.1\pm0.49)	imes10^{-12}$,0.0281,0.9719
4FGL J1224.7-8313,186.1990,-83.2259,19.1000,$(9.5\pm0.68)	imes10^{-12}$,0.0281,0.9719
4FGL J1211.6-2735,182.9011,-27.5877,7.4800,$(3.8\pm0.63)	imes10^{-12}$,0.0288,0.9712
4FGL J2118.2+5752,319.5508,57.8703,7.4800,$(4.2\pm1.04)	imes10^{-12}$,0.0292,0.9708
4FGL J2243.8-2510,340.9569,-25.1701,5.3800,$(1.4\pm0.30)	imes10^{-12}$,0.0293,0.9707
4FGL J1608.0-1625,242.0209,-16.4185,5.7200,$(3.2\pm0.77)	imes10^{-12}$,0.0301,0.9699
4FGL J1632.8-1048,248.2036,-10.8134,8.6000,$(6.5\pm0.84)	imes10^{-12}$,0.0303,0.9697
4FGL J0507.9+4647,76.9786,46.7951,10.1400,$(6.5\pm1.29)	imes10^{-12}$,0.0304,0.9696
4FGL J1123.5-6418,170.8892,-64.3109,7.2800,$(6.0\pm1.68)	imes10^{-12}$,0.0306,0.9694
4FGL J2103.0+0342,315.7647,3.7128,7.5000,$(3.6\pm0.52)	imes10^{-12}$,0.0307,0.9693
4FGL J1728.5-7303,262.1336,-73.0549,10.1800,$(4.6\pm0.52)	imes10^{-12}$,0.0308,0.9692
4FGL J2117.4+6159c,319.3703,61.9923,6.1500,$(3.1\pm0.81)	imes10^{-12}$,0.0309,0.9691
4FGL J0623.7-3348,95.9417,-33.8131,28.3800,$(9.6\pm0.67)	imes10^{-12}$,0.0310,0.9690
4FGL J2348.1-4934,357.0372,-49.5700,5.4700,$(1.9\pm0.38)	imes10^{-12}$,0.0315,0.9685
4FGL J1840.6-5545,280.1748,-55.7518,6.7700,$(2.3\pm0.54)	imes10^{-12}$,0.0315,0.9685
4FGL J2007.2-1433,301.8076,-14.5594,9.4500,$(3.6\pm0.62)	imes10^{-12}$,0.0316,0.9684
4FGL J2133.6+1439,323.4202,14.6575,3.9900,$(2.3\pm0.57)	imes10^{-12}$,0.0319,0.9681
4FGL J0604.8+4411,91.2070,44.1924,12.7400,$(5.1\pm0.66)	imes10^{-12}$,0.0320,0.9680
4FGL J1709.0-3525,257.2514,-35.4315,5.5900,$(5.9\pm1.90)	imes10^{-12}$,0.0322,0.9678
4FGL J2104.0-3546,316.0096,-35.7678,17.8800,$(6.9\pm0.50)	imes10^{-12}$,0.0326,0.9674
4FGL J0713.0+5738,108.2598,57.6345,9.5600,$(3.9\pm0.47)	imes10^{-12}$,0.0326,0.9674
4FGL J0728.0+6735,112.0212,67.5991,9.2800,$(3.5\pm0.40)	imes10^{-12}$,0.0328,0.9672
4FGL J2056.5-0202,314.1422,-2.0355,11.7300,$(4.5\pm0.55)	imes10^{-12}$,0.0330,0.9670
4FGL J1635.3+0911,248.8298,9.1844,4.2800,$(2.5\pm0.61)	imes10^{-12}$,0.0331,0.9669
4FGL J1027.2+7427,156.8121,74.4524,22.9200,$(8.4\pm0.77)	imes10^{-12}$,0.0333,0.9667
4FGL J1555.2-4149,238.8244,-41.8282,14.3600,$(10.4\pm1.19)	imes10^{-12}$,0.0339,0.9661
4FGL J2218.6+1941,334.6542,19.6983,4.7300,$(2.3\pm0.50)	imes10^{-12}$,0.0340,0.9660
4FGL J2304.3+0618,346.0776,6.3071,7.4800,$(2.3\pm0.53)	imes10^{-12}$,0.0343,0.9657
4FGL J0427.3-3900,66.8260,-39.0097,21.0300,$(12.8\pm0.82)	imes10^{-12}$,0.0343,0.9657
4FGL J1656.0+2047,254.0046,20.7841,10.9200,$(4.2\pm0.46)	imes10^{-12}$,0.0344,0.9656
4FGL J0354.4+4643,58.6090,46.7231,13.6200,$(8.8\pm1.11)	imes10^{-12}$,0.0352,0.9648
4FGL J0931.2-8533,142.8176,-85.5626,13.1400,$(5.9\pm0.57)	imes10^{-12}$,0.0365,0.9635
4FGL J1002.8+2140,150.7099,21.6683,5.5000,$(2.2\pm0.46)	imes10^{-12}$,0.0369,0.9631
4FGL J0621.2-4648,95.3015,-46.8071,5.4700,$(2.1\pm0.39)	imes10^{-12}$,0.0379,0.9621
4FGL J0533.3-5549,83.3313,-55.8247,6.1100,$(2.0\pm0.51)	imes10^{-12}$,0.0379,0.9621
4FGL J0851.9-5229,132.9930,-52.4977,7.7300,$(4.9\pm1.17)	imes10^{-12}$,0.0385,0.9615
4FGL J1018.9+1043,154.7400,10.7299,4.4300,$(2.1\pm0.42)	imes10^{-12}$,0.0393,0.9607
4FGL J1047.9-4642,161.9910,-46.7150,5.9400,$(3.4\pm0.58)	imes10^{-12}$,0.0393,0.9607
4FGL J1514.7-3617,228.6812,-36.2949,14.5300,$(5.0\pm0.62)	imes10^{-12}$,0.0395,0.9605
4FGL J2333.9-2343,353.4912,-23.7197,6.5300,$(3.9\pm0.71)	imes10^{-12}$,0.0395,0.9605
4FGL J0928.4-0415,142.1205,-4.2539,6.8400,$(2.6\pm0.42)	imes10^{-12}$,0.0403,0.9597
4FGL J1442.2+0622,220.5608,6.3755,8.0600,$(3.5\pm0.76)	imes10^{-12}$,0.0407,0.9593
4FGL J2313.9-4501,348.4922,-45.0201,5.9100,$(2.9\pm0.52)	imes10^{-12}$,0.0409,0.9591
4FGL J0623.0-3010,95.7646,-30.1828,6.7200,$(3.0\pm0.47)	imes10^{-12}$,0.0411,0.9589
4FGL J0024.4+4647,6.1212,46.7970,4.9400,$(2.3\pm0.49)	imes10^{-12}$,0.0415,0.9585
4FGL J0748.0-1638,117.0059,-16.6437,14.8200,$(8.6\pm0.86)	imes10^{-12}$,0.0418,0.9582
4FGL J0458.6+5509,74.6735,55.1651,4.3800,$(3.2\pm0.75)	imes10^{-12}$,0.0419,0.9581
4FGL J2307.5+8629c,346.8949,86.4961,5.6800,$(1.6\pm0.46)	imes10^{-12}$,0.0420,0.9580
4FGL J2321.0+2836,350.2580,28.6031,4.4800,$(2.4\pm0.55)	imes10^{-12}$,0.0426,0.9574
4FGL J0650.2-1636,102.5717,-16.6012,17.5400,$(13.1\pm1.32)	imes10^{-12}$,0.0427,0.9573
4FGL J1949.5+7311,297.3898,73.1874,5.6700,$(4.0\pm0.85)	imes10^{-12}$,0.0428,0.9572
4FGL J1728.6-7448,262.1529,-74.8035,8.8100,$(2.6\pm0.52)	imes10^{-12}$,0.0429,0.9571
4FGL J2056.4-4904,314.1224,-49.0720,4.4500,$(2.1\pm0.50)	imes10^{-12}$,0.0434,0.9566
4FGL J1727.9-0654,261.9879,-6.9124,4.7800,$(4.0\pm1.14)	imes10^{-12}$,0.0434,0.9566
4FGL J0539.7-0521c,84.9408,-5.3555,5.0600,$(4.8\pm1.52)	imes10^{-12}$,0.0434,0.9566
4FGL J0733.7+0205c,113.4379,2.0908,4.0400,$(2.6\pm0.64)	imes10^{-12}$,0.0437,0.9563
4FGL J1053.3-1134,163.3303,-11.5726,4.8500,$(2.2\pm0.48)	imes10^{-12}$,0.0439,0.9561
4FGL J0543.2+8238,85.8059,82.6344,11.3100,$(3.2\pm0.35)	imes10^{-12}$,0.0442,0.9558
4FGL J0214.2-7025,33.5555,-70.4235,9.4200,$(3.5\pm0.38)	imes10^{-12}$,0.0444,0.9556
4FGL J1711.6-5027,257.9030,-50.4540,10.2400,$(9.2\pm1.22)	imes10^{-12}$,0.0450,0.9550
4FGL J0325.2+4705,51.3103,47.0882,5.8800,$(4.3\pm0.92)	imes10^{-12}$,0.0452,0.9548
4FGL J0136.8+2032,24.2019,20.5381,4.8900,$(2.0\pm0.41)	imes10^{-12}$,0.0455,0.9545
4FGL J0159.3-4523,29.8254,-45.3847,3.6100,$(1.5\pm0.46)	imes10^{-12}$,0.0466,0.9534
4FGL J0529.3-7243,82.3293,-72.7330,11.0400,$(3.8\pm0.52)	imes10^{-12}$,0.0468,0.9532
4FGL J1302.3+6901,195.5882,69.0330,6.7700,$(1.8\pm0.28)	imes10^{-12}$,0.0469,0.9531
4FGL J2146.8+0425,326.7080,4.4266,6.5800,$(3.2\pm0.52)	imes10^{-12}$,0.0478,0.9522
4FGL J0807.7-1206,121.9337,-12.1043,6.3300,$(3.1\pm0.51)	imes10^{-12}$,0.0481,0.9519
4FGL J1627.3+4758,246.8492,47.9822,7.8400,$(1.6\pm0.37)	imes10^{-12}$,0.0483,0.9517
4FGL J1412.9+5018,213.2409,50.3010,5.4000,$(1.5\pm0.31)	imes10^{-12}$,0.0488,0.9512
4FGL J2108.2-2454,317.0615,-24.9081,12.0000,$(4.7\pm0.45)	imes10^{-12}$,0.0492,0.9508
4FGL J0805.1+7744,121.2891,77.7441,8.4300,$(2.5\pm0.43)	imes10^{-12}$,0.0493,0.9507
4FGL J1424.8-6808,216.2169,-68.1489,28.1900,$(15.8\pm1.10)	imes10^{-12}$,0.0494,0.9506
4FGL J1913.2+0512,288.3080,5.2059,6.3400,$(8.5\pm2.40)	imes10^{-12}$,0.0505,0.9495
4FGL J1933.9-1025,293.4861,-10.4206,5.4100,$(3.3\pm0.77)	imes10^{-12}$,0.0507,0.9493
4FGL J1806.3+5345,271.5905,53.7642,10.0000,$(3.6\pm0.44)	imes10^{-12}$,0.0511,0.9489
4FGL J2352.1-4301,358.0493,-43.0168,4.3800,$(1.8\pm0.40)	imes10^{-12}$,0.0516,0.9484
4FGL J1333.0-6626,203.2648,-66.4387,5.9600,$(3.9\pm1.10)	imes10^{-12}$,0.0524,0.9476
4FGL J1858.1-1821,284.5268,-18.3569,3.9900,$(1.8\pm0.63)	imes10^{-12}$,0.0526,0.9474
4FGL J1351.7-2912,207.9425,-29.2106,12.8000,$(4.2\pm0.63)	imes10^{-12}$,0.0529,0.9471
4FGL J1330.2-7003,202.5616,-70.0586,34.6900,$(16.6\pm0.96)	imes10^{-12}$,0.0540,0.9460
4FGL J1829.1+2729,277.2778,27.4969,15.7900,$(6.4\pm0.68)	imes10^{-12}$,0.0553,0.9447
4FGL J0129.0+6312,22.2700,63.2118,10.1300,$(10.3\pm1.64)	imes10^{-12}$,0.0562,0.9438
4FGL J0554.3-1009c,88.5897,-10.1525,6.4200,$(4.3\pm0.93)	imes10^{-12}$,0.0569,0.9431
4FGL J1550.8-1750,237.7236,-17.8448,7.1500,$(4.0\pm0.61)	imes10^{-12}$,0.0579,0.9421
4FGL J1837.4-1646,279.3510,-16.7732,6.9600,$(4.7\pm1.19)	imes10^{-12}$,0.0580,0.9420
4FGL J0250.3-3422,42.5813,-34.3746,4.1700,$(1.4\pm0.35)	imes10^{-12}$,0.0581,0.9419
4FGL J2212.2-7251,333.0628,-72.8521,6.0700,$(2.1\pm0.40)	imes10^{-12}$,0.0583,0.9417
4FGL J0516.1-7240,79.0428,-72.6693,16.9500,$(4.9\pm0.62)	imes10^{-12}$,0.0583,0.9417
4FGL J1340.4+6926,205.1099,69.4446,10.4300,$(2.5\pm0.31)	imes10^{-12}$,0.0583,0.9417
4FGL J0639.6+3503,99.9024,35.0586,6.5200,$(3.2\pm0.54)	imes10^{-12}$,0.0589,0.9411
4FGL J0155.4-0625,28.8536,-6.4224,4.0000,$(1.4\pm0.34)	imes10^{-12}$,0.0593,0.9407
4FGL J1848.6-2711,282.1537,-27.1920,7.5400,$(4.0\pm0.86)	imes10^{-12}$,0.0594,0.9406
4FGL J0911.0-5047,137.7507,-50.7966,5.8100,$(8.7\pm1.92)	imes10^{-12}$,0.0597,0.9403
4FGL J0444.5+0719,71.1420,7.3194,7.3600,$(3.8\pm0.56)	imes10^{-12}$,0.0602,0.9398
4FGL J0214.9-3722,33.7429,-37.3826,6.1400,$(2.1\pm0.33)	imes10^{-12}$,0.0613,0.9387
4FGL J0532.8-3941,83.2000,-39.6853,18.8700,$(6.5\pm0.44)	imes10^{-12}$,0.0613,0.9387
4FGL J0555.1+0304,88.7776,3.0710,8.1600,$(7.1\pm1.40)	imes10^{-12}$,0.0617,0.9383
4FGL J1200.7+2008,180.1866,20.1354,16.2400,$(5.5\pm0.43)	imes10^{-12}$,0.0630,0.9370
4FGL J0722.7+3606,110.6803,36.1137,6.7200,$(2.4\pm0.40)	imes10^{-12}$,0.0632,0.9368
4FGL J1229.1+5521,187.2977,55.3520,6.3900,$(1.7\pm0.31)	imes10^{-12}$,0.0633,0.9367
4FGL J0420.0+0805,65.0086,8.0999,3.8900,$(2.1\pm0.59)	imes10^{-12}$,0.0641,0.9359
4FGL J0851.9+4845,132.9934,48.7566,5.5400,$(3.7\pm0.79)	imes10^{-12}$,0.0645,0.9355
4FGL J1840.3-3037,280.0891,-30.6171,5.9100,$(2.5\pm0.63)	imes10^{-12}$,0.0651,0.9349
4FGL J0728.5+6128,112.1421,61.4796,9.5600,$(2.4\pm0.38)	imes10^{-12}$,0.0652,0.9348
4FGL J0928.2-3048,142.0695,-30.8113,7.9000,$(3.4\pm0.58)	imes10^{-12}$,0.0655,0.9345
4FGL J2223.0+6746,335.7737,67.7729,4.4300,$(3.1\pm0.80)	imes10^{-12}$,0.0663,0.9337
4FGL J0533.1-6119,83.2806,-61.3216,4.8600,$(2.2\pm0.43)	imes10^{-12}$,0.0665,0.9335
4FGL J2209.4+4329,332.3510,43.4858,8.9400,$(5.3\pm0.88)	imes10^{-12}$,0.0674,0.9326
4FGL J1454.0+4927,223.5246,49.4589,3.8200,$(1.1\pm0.31)	imes10^{-12}$,0.0677,0.9323
4FGL J0330.6+0438,52.6727,4.6349,16.3300,$(5.5\pm0.63)	imes10^{-12}$,0.0679,0.9321
4FGL J0434.3-2517,68.5914,-25.2865,5.2600,$(1.8\pm0.40)	imes10^{-12}$,0.0680,0.9320
4FGL J0852.5-5755,133.1418,-57.9304,59.8400,$(31.6\pm1.12)	imes10^{-12}$,0.0681,0.9319
4FGL J1738.8-3418,264.7225,-34.3100,6.3000,$(10.6\pm4.24)	imes10^{-12}$,0.0681,0.9319
4FGL J0636.7+7139,99.1828,71.6615,25.8500,$(8.2\pm0.45)	imes10^{-12}$,0.0682,0.9318
4FGL J1747.4+2759,266.8689,27.9949,4.7900,$(2.1\pm0.51)	imes10^{-12}$,0.0683,0.9317
4FGL J0459.7-4529,74.9281,-45.4994,7.9200,$(2.2\pm0.37)	imes10^{-12}$,0.0693,0.9307
4FGL J0742.9-5242,115.7400,-52.7033,7.5700,$(5.1\pm0.82)	imes10^{-12}$,0.0700,0.9300
4FGL J0147.6-0825,26.9177,-8.4245,8.5100,$(2.7\pm0.38)	imes10^{-12}$,0.0714,0.9286
4FGL J1930.3+0911,292.5854,9.1975,8.4800,$(10.7\pm1.68)	imes10^{-12}$,0.0717,0.9283
4FGL J1047.8-6216,161.9609,-62.2745,20.4400,$(17.6\pm1.78)	imes10^{-12}$,0.0720,0.9280
4FGL J1751.6+2921,267.9039,29.3582,9.7200,$(3.2\pm0.56)	imes10^{-12}$,0.0721,0.9279
4FGL J0103.1+4954,15.7753,49.9095,6.5500,$(3.5\pm0.61)	imes10^{-12}$,0.0726,0.9274
4FGL J0529.1-0101,82.2803,-1.0293,5.9800,$(2.2\pm0.63)	imes10^{-12}$,0.0746,0.9254
4FGL J0542.4+3547c,85.6081,35.7849,6.5900,$(7.6\pm1.84)	imes10^{-12}$,0.0755,0.9245
4FGL J1648.1-2920,252.0402,-29.3402,5.2300,$(2.2\pm0.88)	imes10^{-12}$,0.0756,0.9244
4FGL J0221.2-1312,35.3130,-13.2046,5.0800,$(1.8\pm0.35)	imes10^{-12}$,0.0759,0.9241
4FGL J1701.0+6613,255.2601,66.2255,18.5100,$(5.0\pm0.44)	imes10^{-12}$,0.0767,0.9233
4FGL J0032.3-5522,8.0778,-55.3668,13.7200,$(3.2\pm0.35)	imes10^{-12}$,0.0790,0.9210
4FGL J0020.3+6919,5.0918,69.3322,3.9900,$(3.9\pm1.04)	imes10^{-12}$,0.0794,0.9206
4FGL J2353.5+6646,358.3926,66.7697,3.2600,$(3.8\pm1.41)	imes10^{-12}$,0.0795,0.9205
4FGL J0426.5+2007,66.6405,20.1326,4.9600,$(2.0\pm0.65)	imes10^{-12}$,0.0795,0.9205
4FGL J1535.8-4730,233.9586,-47.5085,4.8400,$(5.0\pm1.18)	imes10^{-12}$,0.0799,0.9201
4FGL J0158.5-5005,29.6263,-50.0880,14.3900,$(4.0\pm0.38)	imes10^{-12}$,0.0844,0.9156
4FGL J0204.8+1513,31.2182,15.2326,26.6800,$(9.0\pm0.62)	imes10^{-12}$,0.0849,0.9151
4FGL J2000.0+4214,300.0028,42.2371,5.3500,$(3.3\pm0.82)	imes10^{-12}$,0.0855,0.9145
4FGL J2021.4-2048,305.3693,-20.8019,5.6400,$(2.6\pm0.56)	imes10^{-12}$,0.0856,0.9144
4FGL J0034.0-4116,8.5142,-41.2708,8.9400,$(3.0\pm0.44)	imes10^{-12}$,0.0860,0.9140
4FGL J2312.5+7241,348.1396,72.6923,7.1400,$(2.7\pm0.66)	imes10^{-12}$,0.0875,0.9125
4FGL J1631.2+1046,247.8036,10.7753,12.3600,$(4.7\pm0.60)	imes10^{-12}$,0.0878,0.9122
4FGL J1319.5-0045,199.8773,-0.7613,10.6100,$(3.7\pm0.43)	imes10^{-12}$,0.0878,0.9122
4FGL J2339.6+0242,354.9044,2.7102,9.0100,$(3.1\pm0.59)	imes10^{-12}$,0.0887,0.9113
4FGL J0044.8+6802,11.2189,68.0382,12.1100,$(7.2\pm1.15)	imes10^{-12}$,0.0887,0.9113
4FGL J2232.3+6246,338.0988,62.7750,6.6700,$(7.2\pm1.38)	imes10^{-12}$,0.0890,0.9110
4FGL J1624.9-4210,246.2297,-42.1764,7.4000,$(6.9\pm1.72)	imes10^{-12}$,0.0891,0.9109
4FGL J1215.8-1733,183.9741,-17.5657,8.8300,$(3.8\pm0.48)	imes10^{-12}$,0.0897,0.9103
4FGL J1258.7+5143,194.6946,51.7182,7.0400,$(1.6\pm0.33)	imes10^{-12}$,0.0909,0.9091
4FGL J0024.5-0810,6.1376,-8.1809,4.7600,$(1.4\pm0.43)	imes10^{-12}$,0.0926,0.9074
4FGL J1711.1-4600c,257.7816,-46.0058,3.6000,$(3.9\pm1.87)	imes10^{-12}$,0.0940,0.9060
4FGL J0620.3+3804,95.0788,38.0812,5.4200,$(3.6\pm0.90)	imes10^{-12}$,0.0943,0.9057
4FGL J1733.4+1521,263.3507,15.3547,5.5800,$(2.2\pm0.56)	imes10^{-12}$,0.0943,0.9057
4FGL J2322.6-0735,350.6576,-7.5907,10.7800,$(4.0\pm0.58)	imes10^{-12}$,0.0955,0.9045
4FGL J0132.8+4324,23.2185,43.4041,8.3900,$(2.0\pm0.40)	imes10^{-12}$,0.0971,0.9029
4FGL J0214.8-6150,33.7015,-61.8418,5.8800,$(1.6\pm0.30)	imes10^{-12}$,0.0978,0.9022
4FGL J0800.4-2257,120.1113,-22.9572,9.8300,$(3.5\pm0.56)	imes10^{-12}$,0.0988,0.9012
4FGL J0128.2+4400,22.0732,44.0016,3.5200,$(1.7\pm0.45)	imes10^{-12}$,0.0993,0.9007
4FGL J1801.5+2123,270.3972,21.3971,3.6200,$(1.7\pm0.51)	imes10^{-12}$,0.1004,0.8996
4FGL J1648.2+4232,252.0723,42.5498,26.6800,$(6.7\pm0.50)	imes10^{-12}$,0.1030,0.8970
4FGL J1503.9-4247,225.9970,-42.7999,8.9400,$(3.0\pm0.60)	imes10^{-12}$,0.1031,0.8969
4FGL J1132.8-5328,173.2227,-53.4682,5.2500,$(2.7\pm0.61)	imes10^{-12}$,0.1034,0.8966
4FGL J1030.4-3001,157.6078,-30.0265,6.4400,$(2.6\pm0.46)	imes10^{-12}$,0.1039,0.8961
